Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The WebLab-Deusto Remote Laboratory Management System Architecture: Achieving Scalability, Interoperability, and Federation of Remote Experimentation",Cyber-Physical Laboratories in Engineering and Science Education,,,,10.1007/978-3-319-76935-6_2,Pablo OrduñaJavier Garcia-ZubiaLuis Rodriguez-GilIgnacio AnguloUnai Hernandez-JayoOlga DziabenkoDiego López-de-Ipiña,2018,https://link.springer.com/chapter/10.1007/978-3-319-76935-6_2,Chapter
Data Preparation,Dynamic Oracle Performance Analytics,,,,10.1007/978-1-4842-4137-0_3,Roger Cornejo,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4137-0_3,Chapter
Wear resistance of cutting tools with a plasma-modified surface layer,Russian Engineering Research,,,,10.3103/S1068798X17100069,B. M. BrzhozovskiiE. P. ZininaV. V. MartynovE. S. Pleshakova,2017,https://link.springer.com/article/10.3103/S1068798X17100069,Article
Deutsch – Englisch,Wörterbuch der Chemie / Dictionary of Chemistry,,,,10.1007/978-3-662-56331-1_1,Theodor C. H. Cole,2018,https://link.springer.com/chapter/10.1007/978-3-662-56331-1_1,Chapter
Quantum tomography of electrical currents,Nature Communications,,,,10.1038/s41467-019-11369-5,R. BisogninA. MargueriteB. RousselM. KumarC. CabartC. ChapdelaineA. Mohammad-DjafariJ.-M. BerroirE. BocquillonB. PlaçaisA. CavannaU. GennserY. JinP. DegiovanniG. Fève,2019,https://link.springer.com/article/10.1038/s41467-019-11369-5,Article
Software Development Kits and Reference Builds,Decoupled Drupal in Practice,,,,10.1007/978-1-4842-4072-4_16,Preston So,2018,https://link.springer.com/chapter/10.1007/978-1-4842-4072-4_16,Chapter
Spectral-kinetic analysis of recombination reaction of heme centers of <i>bd</i>-type quinol oxidase from <i>Escherichia coli</i> with carbon monoxide,Biochemistry (Moscow),,,,10.1134/S000629791711013X,S. A. SiletskyA. V. DyubaD. A. ElkinaM. V. MonakhovaV. B. Borisov,2017,https://link.springer.com/article/10.1134/S000629791711013X,Article
"Investigation of the charge distribution in small cluster ions Ar<Stack>
                <sub>13</sub>
                <sup>+</sup>
              </Stack> and Ar<Stack>
                <sub>19</sub>
                <sup>+</sup>
              </Stack>
                        ",Moscow University Physics Bulletin,,,,10.3103/S0027134917050083,J. G. KorobovaA. E. IeshkinV. S. Chernysh,2017,https://link.springer.com/article/10.3103/S0027134917050083,Article
SWAT Hydrological Model and Big Data Techniques,5G for Future Wireless Networks,,,,10.1007/978-3-319-72823-0_9,Xi GuoBiao WangWei XiongShisheng Jin,2018,https://link.springer.com/chapter/10.1007/978-3-319-72823-0_9,Conference paper
An approach to predict the distortion of thin-walled parts affected by residual stress during the milling process,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-017-0811-2,Xiaohui JiangYifei WangZishan DingHaolin Li,2017,https://link.springer.com/article/10.1007/s00170-017-0811-2,Article
The electronic factor in the act of adsorption of ions on a metal surface,Protection of Metals and Physical Chemistry of Surfaces,,,,10.1134/S207020511703011X,R. N. KuklinV. V. Emets,2017,https://link.springer.com/article/10.1134/S207020511703011X,Article
More Key Settings to a Good Build,Troubleshooting SharePoint,,,,10.1007/978-1-4842-3138-8_3,Stacy Simpkins,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3138-8_3,Chapter
Evolution of ultrafine gold seed nanoparticles with temperature and time and synthesis of plasmonic nanoshells,Colloid Journal,,,,10.1134/S1061933X17050040,O. V. Dement’evaM. E. KartsevaV. M. SukhovV. M. Rudoy,2017,https://link.springer.com/article/10.1134/S1061933X17050040,Article
Deutsch – Englisch,Wörterbuch Labor / Laboratory Dictionary,,,,10.1007/978-3-662-55848-5_1,Theodor C.H. Cole,2018,https://link.springer.com/chapter/10.1007/978-3-662-55848-5_1,Chapter
Distributed NVRAM Cache – Optimization and Evaluation with Power of Adjacency Matrix,Computer Information Systems and Industrial Management,,,,10.1007/978-3-319-59105-6_2,Artur MalinowskiPaweł Czarnul,2017,https://link.springer.com/chapter/10.1007/978-3-319-59105-6_2,Conference paper
Experimental studies on disorderd NbN thin films,Electrodynamics of Quantum-Critical Conductors and Superconductors,,,,10.1007/978-3-319-72802-5_2,Uwe Santiago Pracht,2018,https://link.springer.com/chapter/10.1007/978-3-319-72802-5_2,Chapter
Evaluation of rainfall simulations over Uganda in CORDEX regional climate models,Theoretical and Applied Climatology,,,,10.1007/s00704-018-2643-x,Jesse KisembeAlice FavreAlessandro DosioChristopher LennardGeoffrey SabiitiAlex Nimusiima,2018,https://link.springer.com/article/10.1007/s00704-018-2643-x,Article
English – German,Wörterbuch Labor / Laboratory Dictionary,,,,10.1007/978-3-662-55848-5_2,Theodor C.H. Cole,2018,https://link.springer.com/chapter/10.1007/978-3-662-55848-5_2,Chapter
Web Applications,Web Applications on Azure,,,,10.1007/978-1-4842-2976-7_2,Rob Reagan,2018,https://link.springer.com/chapter/10.1007/978-1-4842-2976-7_2,Chapter
From non-preemptive to preemptive scheduling using synchronization synthesis,Formal Methods in System Design,,,,10.1007/s10703-016-0256-5,Pavol ČernýEdmund M. ClarkeThomas A. HenzingerArjun RadhakrishnaLeonid RyzhykRoopsha SamantaThorsten Tarrach,2016,https://link.springer.com/article/10.1007/s10703-016-0256-5,Article
Surface spin-polarized currents generated in topological insulators by circularly polarized synchrotron radiation and their photoelectron spectroscopy indication,Physics of the Solid State,,,,10.1134/S1063783416080266,A. M. ShikinI. I. KlimovskikhM. V. FilyaninaA. A. RybkinaD. A. PudikovK. A. KokhO. E. Tereshchenko,2016,https://link.springer.com/article/10.1134/S1063783416080266,Article
Deformation-intensified atomic separation in bcc Fe–Mn alloys,The Physics of Metals and Metallography,,,,10.1134/S0031918X16120139,V. A. ShabashovK. A. KozlovK. A. LyashkovA. E. ZamatovskiiS. G. Titova,2016,https://link.springer.com/article/10.1134/S0031918X16120139,Article
Temporal changes in the relationship between tree-ring growth and net primary production in northern Japan: a novel approach to the estimation of seasonal photosynthate allocation to the stem,Ecological Research,,,,10.1007/s11284-018-1639-4,Dai KoideAkihiko Ito,2018,https://link.springer.com/article/10.1007/s11284-018-1639-4,Article
Extension of the sensitivity-based virtual fields to large deformation anisotropic plasticity,International Journal of Material Forming,,,,10.1007/s12289-018-1428-1,Aleksander MarekFrances M. DavisMarco RossiFabrice Pierron,2018,https://link.springer.com/article/10.1007/s12289-018-1428-1,Article
Crystal structure and magnetic properties of Al<sub>2</sub>O<sub>3</sub> nanoparticles by <sup>27</sup>Al NMR data,Physics of the Solid State,,,,10.1134/S1063783417030246,K. N. MikhalevA. Yu. GermovA. E. ErmakovM. A. UiminA. L. BuzlukovO. M. Samatov,2017,https://link.springer.com/article/10.1134/S1063783417030246,Article
Observation of polarized atoms of rubidium isotopes in experiments on optical orientation in a He–Rb mixture under conditions of a pulsed gas discharge,Optics and Spectroscopy,,,,10.1134/S0030400X16110102,S. P. DmitrievN. A. DovatorV. A. KartoshkinG. V. Klementiev,2016,https://link.springer.com/article/10.1134/S0030400X16110102,Article
Enhanced performance of field-effect transistors based on C<sub>60</sub> single crystals with conjugated polyelectrolyte,Science China Chemistry,,,,10.1007/s11426-016-9018-y,Qinfen LiJiake WuRuihan WuYujing LiuHongzheng ChenFei HuangHanying Li,2017,https://link.springer.com/article/10.1007/s11426-016-9018-y,Article
Build a Dev SharePoint Farm with Vagrant and ServerSpec,DevOps for SharePoint,,,,10.1007/978-1-4842-3688-8_3,Oscar MedinaEthan Schumann,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3688-8_3,Chapter
An MPI-IO In-Memory Driver for Non-volatile Pooled Memory of the Kove XPD,High Performance Computing,,,,10.1007/978-3-319-67630-2_48,Julian KunkelEugen Betke,2017,https://link.springer.com/chapter/10.1007/978-3-319-67630-2_48,Conference paper
Distortion caused by residual stresses in machining aeronautical aluminum alloy parts: recent advances,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-016-9066-6,Jian-guang LiShu-qi Wang,2016,https://link.springer.com/article/10.1007/s00170-016-9066-6,Article
Temperature distribution and structure in the heat-affected zone for steel sheets after laser cutting,Inorganic Materials: Applied Research,,,,10.1134/S2075113317010178,A. E. GvozdevN. N. SergeyevI. V. MinayevA. G. KolmakovI. V. TikhonovaA. N. SergeyevD. A. ProvotorovD. M. KhonelidzeD. V. MaliyI. V. Golyshev,2017,https://link.springer.com/article/10.1134/S2075113317010178,Article
SCMKV: A Lightweight Log-Structured Key-Value Store on SCM,Network and Parallel Computing,,,,10.1007/978-3-319-68210-5_1,Zhenjie WangLinpeng HuangYanmin Zhu,2017,https://link.springer.com/chapter/10.1007/978-3-319-68210-5_1,Conference paper
Effects of plastic distortion in the lattice curvature zone of a crack tip,Physical Mesomechanics,,,,10.1134/S1029959917030043,V. E. PaninD. D. MoiseenkoP. V. MaksimovS. V. Panin,2017,https://link.springer.com/article/10.1134/S1029959917030043,Article
Ab initio modeling of decomposition in iron based alloys,Physics of Metals and Metallography,,,,10.1134/S0031918X16130019,O. I. GorbatovYu. N. GornostyrevP. A. KorzhavyiA. V. Ruban,2016,https://link.springer.com/article/10.1134/S0031918X16130019,Article
Docker,Pro Java Clustering and Scalability,,,,10.1007/978-1-4842-2985-9_1,Jorge Acetozi,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2985-9_1,Chapter
Introduction,Safety Assessment of Composite Cylinders for Gas Storage by Statistical Methods,,,,10.1007/978-3-319-49710-5_1,Georg W. Mair,2017,https://link.springer.com/chapter/10.1007/978-3-319-49710-5_1,Chapter
Formal Modelling and Analysis of Distributed Storage Systems,Transactions on Petri Nets and Other Models of Concurrency XII,,,,10.1007/978-3-662-55862-1_4,Jordan de la HoussayeFranck PommereauPhilippe Deniel,2017,https://link.springer.com/chapter/10.1007/978-3-662-55862-1_4,Chapter
Effect of edge vacancies on localized states in a semi-infinite zigzag graphene sheet,JETP Letters,,,,10.1134/S0021364016240024,A. A. GlebovV. L. KatkovV. A. Osipov,2016,https://link.springer.com/article/10.1134/S0021364016240024,Article
Application experience of grade 10Kh9MFB chromium steel for steam shutoff and control valve bodies,Thermal Engineering,,,,10.1134/S0040601517040085,V. N. SkorobogatykhI. A. SchenkovaI. A. DanyushevskiyE. A. Grin’L. Ya. LevkovD. A. PrudnikovD. N. ZhuravlevA. M. Bazhenov,2017,https://link.springer.com/article/10.1134/S0040601517040085,Article
Effect of the liquid phase on the formation of orthorhombic boride during the crystallization of Fe<sub>82</sub>B<sub>18</sub> amorphous ribbons,Russian Metallurgy (Metally),,,,10.1134/S0036029516110148,A. A. SuslovV. I. Lad’yanov,2016,https://link.springer.com/article/10.1134/S0036029516110148,Article
Jahn–Teller effect and the formation of anticorrosive protective layers of nitrilo-tris-methylene-phosphonates on surfaces of steel,Bulletin of the Russian Academy of Sciences: Physics,,,,10.3103/S1062873816110174,F. F. ChausovN. V. SomovE. A. NaimushinaI. N. ShabanovaA. L. Ul’yanovR. M. ZakirovaI. V. FedotovaM. A. ShumilovaV. A. AleksandrovV. G. Petrov,2016,https://link.springer.com/article/10.3103/S1062873816110174,Article
"MapReduce and Its Applications, Challenges, and Architecture: a Comprehensive Review and Directions for Future Research",Journal of Grid Computing,,,,10.1007/s10723-017-9408-0,Seyed Nima KhezrNima Jafari Navimipour,2017,https://link.springer.com/article/10.1007/s10723-017-9408-0,Article
"The effect of reinforcement type on the microstructure, mechanical properties, and wear resistance of A356 matrix composites produced by FSP",The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-016-9853-0,Mohammad Hasan ShojaeefardMostafa AkbariParviz AsadiAbolfazl Khalkhali,2016,https://link.springer.com/article/10.1007/s00170-016-9853-0,Article
Interviews and Case Studies,Achieving DevOps,,,,10.1007/978-1-4842-4388-6_9,Dave HarrisonKnox Lively,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4388-6_9,Chapter
Evaluating common land model energy fluxes using FLUXNET data,Advances in Atmospheric Sciences,,,,10.1007/s00376-017-6251-y,Xiangxiang ZhangYongjiu DaiHongzhi CuiRobert E. DickinsonSiguang ZhuNan WeiBinyan YanHua YuanWei ShangguanLili WangWenting Fu,2017,https://link.springer.com/article/10.1007/s00376-017-6251-y,Article
"Anomalies of thermal expansion and electrical resistivity of layered cobaltates YBaCo<sub>2</sub>O<sub>5 + <i>x</i>
                            </sub>: The role of oxygen chain ordering",Physics of the Solid State,,,,10.1134/S1063783416080333,K. R. ZhdanovM. Yu. KamenevaL. P. KozeevaA. N. Lavrov,2016,https://link.springer.com/article/10.1134/S1063783416080333,Article
Deployments,Advanced Microservices,,,,10.1007/978-1-4842-2887-6_3,Thomas Hunter II,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2887-6_3,Chapter
"Short-range order and nonstoichiometry in titanium monoxide TiO<sub>
                <i>y</i>
              </sub> from DFT calculations",Physics of the Solid State,,,,10.1134/S1063783417040102,M. G. KostenkoA. A. Rempel’,2017,https://link.springer.com/article/10.1134/S1063783417040102,Article
"Multiple isomerization of structural units in ion-polymeric heteronuclear gold(III)–zinc(II) complex ([Au{S<sub>2</sub>CN(C<sub>4</sub>H<sub>9</sub>)<sub>2</sub>}<sub>2</sub>]<sub>2</sub>[ZnCl<sub>4</sub>])<i>n</i>: Chemisorption-based synthesis, supramolecular structure (self-organization of long-period cation–cationic polymer chains), and thermal behavior",Russian Journal of Coordination Chemistry,,,,10.1134/S1070328417080036,A. V. IvanovO. V. LosevaT. A. RodinaA. I. Smolentsev,2017,https://link.springer.com/article/10.1134/S1070328417080036,Article
Mechanisms of changes in the human spinal column in response to static and dynamic axial mechanical loading,Human Physiology,,,,10.1134/S0362119716070112,Yu. B. Moiseev,2016,https://link.springer.com/article/10.1134/S0362119716070112,Article
"PbSnTe:In compound: Electron capture levels, galvanomagnetic properties, and THz sensitivity",Semiconductors,,,,10.1134/S1063782616120083,D. V. IshchenkoA. E. KlimovV. N. ShumskyV. S. Epov,2016,https://link.springer.com/article/10.1134/S1063782616120083,Article
"Indexing in flash storage devices: a survey on challenges, current approaches, and future trends",The VLDB Journal,,,,10.1007/s00778-019-00559-8,Athanasios FevgasLeonidas AkritidisPanayiotis BozanisYannis Manolopoulos,2019,https://link.springer.com/article/10.1007/s00778-019-00559-8,Article
Spatial–frequency selection of magnetostatic waves in a two-dimensional magnonic crystal lattice,JETP Letters,,,,10.1134/S0021364016200121,S. A. OdintsovA. V. SadovnikovA. A. GrachevE. N. BegininYu. P. SharaevskiiS. A. Nikitov,2016,https://link.springer.com/article/10.1134/S0021364016200121,Article
Coordinate Transformation and Least Squares Solutions,Surveying for Civil and Mine Engineers,,,,10.1007/978-3-319-53129-8_12,John WalkerJoseph L. Awange,2018,https://link.springer.com/chapter/10.1007/978-3-319-53129-8_12,Chapter
Polypyrrole nanocomposite with water-dispersible graphene,Macromolecular Research,,,,10.1007/s13233-017-5050-8,Woo-Geun JoMashooq KhanLoon-Seng TanHo-Shin JeongShin-Hee LeeSoo-Young Park,2017,https://link.springer.com/article/10.1007/s13233-017-5050-8,Article
Genesis,Central Pain Syndrome,,,,10.1007/978-3-319-56765-5_8,Sergio CanaveroVincenzo Bonicalzi,2018,https://link.springer.com/chapter/10.1007/978-3-319-56765-5_8,Chapter
Cloud Elasticity: A Survey,Algorithmic Aspects of Cloud Computing,,,,10.1007/978-3-319-29919-8_12,Athanasios NaskosAnastasios GounarisSpyros Sioutas,2016,https://link.springer.com/chapter/10.1007/978-3-319-29919-8_12,Conference paper
The LHC timeline: a personal recollection (1980–2012),The European Physical Journal H,,,,10.1140/epjh/e2017-80052-8,Luciano MaianiLuisa Bonolis,2017,https://link.springer.com/article/10.1140/epjh/e2017-80052-8,Article
Introduction to Physical Database Design,Usage-Driven Database Design,,,,10.1007/978-1-4842-2722-0_8,George Tillmann,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2722-0_8,Chapter
Fretting Wear Behavior of APMT Steel at 350°C for Reactor Fuel Cladding Application,MRS Advances,,,,10.1557/adv.2016.532,Thomas WinterJames HugginsRichard NeuPreet SinghChaitanya S. Deo,2016,https://link.springer.com/article/10.1557/adv.2016.532,Article
"Experimental study on variations in charpy impact energies of low carbon steel, depending on welding and specimen cutting method",Journal of Mechanical Science and Technology,,,,10.1007/s12206-016-0408-y,Zhaorui YangHansaem KangYoungseog Lee,2016,https://link.springer.com/article/10.1007/s12206-016-0408-y,Article
Investigation of through thickness residual stress distribution and springback in bent AL plate by slotting method,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-016-9322-9,Chun-guo LiuYuan ZhengXue-guang Zhang,2016,https://link.springer.com/article/10.1007/s00170-016-9322-9,Article
"Effect of a Coulomb well in (In, Ga)As/GaAs quantum wells",Physics of the Solid State,,,,10.1134/S1063783417060245,R. P. SeisyanA. V. KavokinKh. MoumanisM. E. Sasin,2017,https://link.springer.com/article/10.1134/S1063783417060245,Article
Assessment of two versions of regional climate model in simulating the Indian Summer Monsoon over South Asia CORDEX domain,Climate Dynamics,,,,10.1007/s00382-017-3792-9,K. C. PattnayakS. K. PandaVaishali SaraswatS. K. Dash,2017,https://link.springer.com/article/10.1007/s00382-017-3792-9,Article
Design,Datacenter Design and Management,,,,10.1007/978-3-031-01752-0_3,Benjamin C. Lee,2016,https://link.springer.com/chapter/10.1007/978-3-031-01752-0_3,Chapter
Effect of stirring speed and time on microstructure and mechanical properties of Cast Al–Ti–Zr–B<sub>4</sub>C composite produced by stir casting,Russian Journal of Non-Ferrous Metals,,,,10.3103/S1067821216040088,Mohammad RaeiMasoud PanjepourMahmood Meratian,2016,https://link.springer.com/article/10.3103/S1067821216040088,Article
"Structure, phase transformations, mechanical characteristics, and cold resistance of low-carbon martensitic steels",The Physics of Metals and Metallography,,,,10.1134/S0031918X16080081,V. A. KozvoninA. A. ShatsovI. V. RyaposovM. G. ZakirovaK. N. Generalova,2016,https://link.springer.com/article/10.1134/S0031918X16080081,Article
Layer-by-layer composition and structure of silicon subjected to combined gallium and nitrogen ion implantation for the ion synthesis of gallium nitride,Semiconductors,,,,10.1134/S1063782616020135,D. S. KorolevA. N. MikhaylovA. I. BelovV. K. VasilievD. V. GuseinovE. V. OkulichA. A. ShemukhinS. I. SurodinD. E. NikolitchevA. V. NezhdanovA. V. PirogovD. A. PavlovD. I. Tetelbaum,2016,https://link.springer.com/article/10.1134/S1063782616020135,Article
"Files, Virtual Mappings, and IIS Settings",Troubleshooting SharePoint,,,,10.1007/978-1-4842-3138-8_4,Stacy Simpkins,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3138-8_4,Chapter
Lattice Quantum Chromodynamics,An Advanced Course in Computational Nuclear Physics,,,,10.1007/978-3-319-53336-0_3,Tetsuo Hatsuda,2017,https://link.springer.com/chapter/10.1007/978-3-319-53336-0_3,Chapter
Edge absorption and circular photogalvanic effect in 2D topological insulator edges,JETP Letters,,,,10.1134/S0021364016110047,M. V. EntinL. I. Magarill,2016,https://link.springer.com/article/10.1134/S0021364016110047,Article
Interface of transition metal oxides at the atomic scale,"Science China Physics, Mechanics & Astronomy",,,,10.1007/s11433-016-0122-x,Tong-Tong ShangXin-Yu LiuLin Gu,2016,https://link.springer.com/article/10.1007/s11433-016-0122-x,Article
Towards Modelling and Implementation of Reliability and Usability Features for Research-Oriented Cloud Computing Platforms,Evaluation of Novel Approaches to Software Engineering,,,,10.1007/978-3-319-56390-9_8,Maria SpichkovaHeinz W. SchmidtIman I. YusufIan E. ThomasSteve AndroulakisGrischa R. Meyer,2016,https://link.springer.com/chapter/10.1007/978-3-319-56390-9_8,Conference paper
Structural dynamic properties of nonwoven composite mixtures based on ultrafine tissues of poly(3-hydroxybutyrate) with chitosan,Russian Journal of Physical Chemistry B,,,,10.1134/S1990793116040230,S. G. KarpovaA. A. Ol’khovA. L. IordanskiiS. M. LomakinN. S. ShilkinaA. A. Popov,2016,https://link.springer.com/article/10.1134/S1990793116040230,Article
High-rate solidification and melting of concentrated solutions and the Hillert parallel construction,Russian Metallurgy (Metally),,,,10.1134/S0036029516080097,V. G. LebedevP. K. Galenko,2016,https://link.springer.com/article/10.1134/S0036029516080097,Article
Clause Sharing and Partitioning for Cloud-Based SMT Solving,Automated Technology for Verification and Analysis,,,,10.1007/978-3-319-46520-3_27,Matteo MarescottiAntti E. J. HyvärinenNatasha Sharygina,2016,https://link.springer.com/chapter/10.1007/978-3-319-46520-3_27,Conference paper
A self-organized volunteer Cloud for e-Science,The Journal of Supercomputing,,,,10.1007/s11227-015-1564-z,Walid SaadHeithem AbbesChristophe CérinMohamed Jemni,2015,https://link.springer.com/article/10.1007/s11227-015-1564-z,Article
OpenSMT2: An SMT Solver for Multi-core and Cloud Computing,Theory and Applications of Satisfiability Testing – SAT 2016,,,,10.1007/978-3-319-40970-2_35,Antti E. J. HyvärinenMatteo MarescottiLeonardo AltNatasha Sharygina,2016,https://link.springer.com/chapter/10.1007/978-3-319-40970-2_35,Conference paper
"High-Resolution, Fully Distributed Hydrologic Event-Based Simulations Over a Large Watershed in Texas",Arabian Journal for Science and Engineering,,,,10.1007/s13369-017-2446-x,Singaiah ChintalapudiHatim O. SharifChad Furl,2017,https://link.springer.com/article/10.1007/s13369-017-2446-x,Article
"Crystal structure and magnetic properties of binuclear copper(II) complex with 2-<i>N</i>-(phenylhydrazono)-3-((ethyl-2-olato)imino)-1-phenyl-1,2,3-butanetrione",Russian Journal of Coordination Chemistry,,,,10.1134/S1070328416010024,L. D. PopovS. I. LevchenkovI. N. ShcherbakovV. V. TkachevG. V. ShilovYu. P. TupolovaD. S. SamorodnyayaE. V. IvannikovaV. V. LukovV. A. Kogan,2016,https://link.springer.com/article/10.1134/S1070328416010024,Article
Effects of thermal cycles on microstructure evolution of 2219-Al during GTA-additive manufacturing,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-016-8633-1,J. Y. BaiC. L. FanS. b. LinC. L. YangB. L. Dong,2016,https://link.springer.com/article/10.1007/s00170-016-8633-1,Article
Structure of the aluminum alloy Al-Cu-Mg cryorolled to different strains,The Physics of Metals and Metallography,,,,10.1134/S0031918X15050105,S. V. KrymskiyE. V. AvtokratovaO. Sh. SitdikovA. V. MikhaylovskayaM. V. Markushev,2015,https://link.springer.com/article/10.1134/S0031918X15050105,Article
Modification of the structure of surface layers of commercial titanium in the process of treatment by low-energy high-current electron beams,The Physics of Metals and Metallography,,,,10.1134/S0031918X16060089,A. V. PaninM. S. KazachenokO. M. BorodovitsinaO. B. PerevalovaO. M. StepanovaYu. F. Ivanov,2016,https://link.springer.com/article/10.1134/S0031918X16060089,Article
Long term evolution of heat budget in the Mediterranean Sea from Med-CORDEX forced and coupled simulations,Climate Dynamics,,,,10.1007/s00382-016-3363-5,Ali HarzallahGabriel JordàClotilde DuboisGianmaria SanninoAdriana CarilloLaurent LiThomas ArsouzeLeone CavicchiaJonathan BeuvierNaveed Akhtar,2016,https://link.springer.com/article/10.1007/s00382-016-3363-5,Article
Cosmological signals of a mirror twin Higgs,Journal of High Energy Physics,,,,10.1007/JHEP05(2017)038,Nathaniel CraigSeth KorenTimothy Trott,2017,https://link.springer.com/article/10.1007/JHEP05(2017)038,Article
Making Cold Data Identification Efficient in Non-volatile Memory Systems,Web Technologies and Applications,,,,10.1007/978-3-319-45817-5_24,Binbin WangJiwu Shu,2016,https://link.springer.com/chapter/10.1007/978-3-319-45817-5_24,Conference paper
Influence of alloy catalysts with different adhesion at carbon on the synthesis of carbonado polycrystalline diamonds,Steel in Translation,,,,10.3103/S0967091215070104,A. I. Laptev,2015,https://link.springer.com/article/10.3103/S0967091215070104,Article
A wrinkle to sub-100 nm yolk/shell Fe<sub>3</sub>O<sub>4</sub>@SiO<sub>2</sub> nanoparticles,Nano Research,,,,10.1007/s12274-016-1233-4,Hualin DingYunxia ZhangSichao XuGuanghai Li,2016,https://link.springer.com/article/10.1007/s12274-016-1233-4,Article
Nanocrystalline tin dioxide: Basics in relation with gas sensing phenomena part II. Active centers and sensor behavior,Inorganic Materials,,,,10.1134/S0020168516130045,A. V. MarikutsaM. N. RumyantsevaA. M. GaskovA. M. Samoylov,2016,https://link.springer.com/article/10.1134/S0020168516130045,Article
Home Lab Hardware and Software,Building a SharePoint 2016 Home Lab,,,,10.1007/978-1-4842-2170-9_1,Stacy Simpkins,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2170-9_1,Chapter
Damage of Al<sub>2</sub>O<sub>3</sub> ceramics under the action of pulsed ion and plasma fluxes and laser irradiation,Inorganic Materials: Applied Research,,,,10.1134/S2075113316030151,S. A. MaslyaevE. V. MorozovP. A. RomakhinV. N. PimenovV. A. GribkovA. N. TikhonovG. G. BondarenkoA. V. DubrovskyE. E. KazilinI. P. SasinovskayaO. V. Sinitsyna,2016,https://link.springer.com/article/10.1134/S2075113316030151,Article
Installing and Configuring SharePoint,Building a SharePoint 2016 Home Lab,,,,10.1007/978-1-4842-2170-9_10,Stacy Simpkins,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2170-9_10,Chapter
Streamlining Digital Modeling and Building Information Modelling (BIM) Uses for the Oil and Gas Projects,Archives of Computational Methods in Engineering,,,,10.1007/s11831-016-9201-4,Cen-Ying LeeHeap-Yih ChongXiangyu Wang,2016,https://link.springer.com/article/10.1007/s11831-016-9201-4,Article
The influence of deuteration of complex organic molecules on their fluorescence quantum yield (a review),Optics and Spectroscopy,,,,10.1134/S0030400X16100064,V. L. Ermolaev,2016,https://link.springer.com/article/10.1134/S0030400X16100064,Article
Key Settings of a Good Build,Troubleshooting SharePoint,,,,10.1007/978-1-4842-3138-8_2,Stacy Simpkins,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3138-8_2,Chapter
Performance and Stability—Profiling and Improving,PHP Beyond the Web,,,,10.1007/978-1-4842-2481-6_9,Rob Aley,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2481-6_9,Chapter
The Energy Balance Approach,Global Gravity Field Modeling from Satellite-to-Satellite Tracking Data,,,,10.1007/978-3-319-49941-3_5,Christopher Jekeli,2017,https://link.springer.com/chapter/10.1007/978-3-319-49941-3_5,Chapter
Optimization of pulsed current GTAW process parameters for sintered hot forged AISI 4135 P/M steel welds by simulated annealing and genetic algorithm,Journal of Mechanical Science and Technology,,,,10.1007/s12206-015-1218-3,Joby JosephS. Muthukumaran,2016,https://link.springer.com/article/10.1007/s12206-015-1218-3,Article
Bounded Implementations of Replicated Data Types,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-662-46081-8_20,Madhavan MukundGautham Shenoy R.S. P. Suresh,2015,https://link.springer.com/chapter/10.1007/978-3-662-46081-8_20,Conference paper
Fabrication of Fe–TiC–Al<sub>2</sub>O<sub>3</sub> composites on the surface of steel using a TiO<sub>2</sub>–Al–C–Fe combustion reaction induced by gas tungsten arc cladding,"International Journal of Minerals, Metallurgy, and Materials",,,,10.1007/s12613-016-1227-y,Mahmood SharifitabarJalil Vahdati KhakiMohsen Haddad Sabzevar,2016,https://link.springer.com/article/10.1007/s12613-016-1227-y,Article
Manufacture of stabilized cold-finished steel,Steel in Translation,,,,10.3103/S0967091215120177,S. A. Zaides,2015,https://link.springer.com/article/10.3103/S0967091215120177,Article
Interaction of the surface of ribbons of amorphous soft-magnetic alloys with vapor during isothermal holding upon heat treatment,The Physics of Metals and Metallography,,,,10.1134/S0031918X15090161,N. A. SkulkinaO. A. IvanovI. O. PavlovaO. A. Minina,2015,https://link.springer.com/article/10.1134/S0031918X15090161,Article
"Molecular dynamics for irradiation driven chemistry:
application to the FEBID process*",The European Physical Journal D,,,,10.1140/epjd/e2016-70283-5,Gennady B. SushkoIlia A. Solov’yovAndrey V. Solov’yov,2016,https://link.springer.com/article/10.1140/epjd/e2016-70283-5,Article
