Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Toward a Smart Approach of Migration from Relational Database System to NoSQL System: Analyzing and Modeling,Advanced Technologies for Humanity,,,,10.1007/978-3-030-94188-8_20,Abdelhak ErrajiAbderrahim MaizateMohamed Ozzif,2022,https://link.springer.com/chapter/10.1007/978-3-030-94188-8_20,Conference paper
A MapReduce-based distributed and scalable framework for stitching of satellite mosaic images,Arabian Journal of Geosciences,,,,10.1007/s12517-021-07500-w,Süleyman EkenAhmet Sayar,2021,https://link.springer.com/article/10.1007/s12517-021-07500-w,Article
A Reinforcement Learning Based Data Storage and Traffic Management in Information-Centric Data Center Networks,Mobile Networks and Applications,,,,10.1007/s11036-020-01629-w,Weihong YangYang QinZhaoZheng Yang,2020,https://link.springer.com/article/10.1007/s11036-020-01629-w,Article
"Mining, Analyzing, and Evolving Data-Intensive Software Ecosystems",Software Ecosystems,,,,10.1007/978-3-031-36060-2_11,Csaba NagyMichele LanzaAnthony Cleve,2023,https://link.springer.com/chapter/10.1007/978-3-031-36060-2_11,Chapter
An effective SPMV based on block strategy and hybrid compression on GPU,The Journal of Supercomputing,,,,10.1007/s11227-021-04123-6,Huanyu CuiNianbin WangYuhua WangQilong HanYuezhu Xu,2021,https://link.springer.com/article/10.1007/s11227-021-04123-6,Article
ARP Overhead Reduction Framework for Software Defined Data Centers,Journal of Network and Systems Management,,,,10.1007/s10922-022-09663-7,Maliha SafdarYawar AbbasWaseem IqbalMir Yasir UmairAbdul Wakeel,2022,https://link.springer.com/article/10.1007/s10922-022-09663-7,Article
A Non-Stationary Framework for Landslide Hazard Assessment Under the Extreme Rainfall Condition,Earth Systems and Environment,,,,10.1007/s41748-024-00445-6,Shamla Dilama ShamsudeenAdarsh SankaranArdra SajithTsewang StanzinDeekshitha DevMuhammed Siddik Abdul Samad,2024,https://link.springer.com/article/10.1007/s41748-024-00445-6,Article
Design smells in multi-language systems and bug-proneness: a survival analysis,Empirical Software Engineering,,,,10.1007/s10664-024-10476-2,Mouna AbidiMd Saidur RahmanMoses OpenjaFoutse Khomh,2024,https://link.springer.com/article/10.1007/s10664-024-10476-2,Article
Scalable Online Conformance Checking Using Incremental Prefix-Alignment Computation,Service-Oriented Computing  – ICSOC 2020 Workshops,,,,10.1007/978-3-030-76352-7_36,Daniel SchusterGero Joss Kolhof,2021,https://link.springer.com/chapter/10.1007/978-3-030-76352-7_36,Conference paper
Major Research Achievements,Cognitive Computing of Visual and Auditory Information,,,,10.1007/978-981-99-3228-3_3,Nanning Zheng,2023,https://link.springer.com/chapter/10.1007/978-981-99-3228-3_3,Chapter
Compute and Data Grids Simulation Tools: A Comparative Analysis,Emerging Trends in Intelligent Computing and Informatics,,,,10.1007/978-3-030-33582-3_50,S. M. ArgunguSuki ArifMohd. Hasbullah Omar,2020,https://link.springer.com/chapter/10.1007/978-3-030-33582-3_50,Conference paper
Incremental join view maintenance on distributed log-structured storage,Frontiers of Computer Science,,,,10.1007/s11704-020-9310-y,Huichao DuanHuiqi HuWeining QianAoying Zhou,2021,https://link.springer.com/article/10.1007/s11704-020-9310-y,Article
Related Work and Our Approach,Terminology Saturation,,,,10.1007/978-981-16-8630-6_2,Victoria KosaVadim Ermolayev,2022,https://link.springer.com/chapter/10.1007/978-981-16-8630-6_2,Chapter
QoS-Aware and Fault-Tolerant Replica Placement,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-030-60239-0_11,Jingkun HuZhihui DuSen ZhangDavid A. Bader,2020,https://link.springer.com/chapter/10.1007/978-3-030-60239-0_11,Conference paper
Oblivious Key-Value Stores and Amplification for Private Set Intersection,Advances in Cryptology – CRYPTO 2021,,,,10.1007/978-3-030-84245-1_14,Gayathri GarimellaBenny PinkasMike RosulekNi TrieuAvishay Yanai,2021,https://link.springer.com/chapter/10.1007/978-3-030-84245-1_14,Conference paper
Enjoy your observability: an industrial survey of microservice tracing and analysis,Empirical Software Engineering,,,,10.1007/s10664-021-10063-9,Bowen LiXin PengQilin XiangHanzhang WangTao XieJun SunXuanzhe Liu,2021,https://link.springer.com/article/10.1007/s10664-021-10063-9,Article
Zero-Knowledge for&#xa0;Homomorphic Key-Value Commitments with&#xa0;Applications to&#xa0;Privacy-Preserving Ledgers,Security and Cryptography for Networks,,,,10.1007/978-3-031-14791-3_33,Matteo CampanelliFelix EngelmannClaudio Orlandi,2022,https://link.springer.com/chapter/10.1007/978-3-031-14791-3_33,Conference paper
The SURF System for Continuous Data and Applications Placement Across Clouds,"Advances in Parallel & Distributed Processing, and Applications",,,,10.1007/978-3-030-69984-0_76,Oded ShmueliItai Shaked,2021,https://link.springer.com/chapter/10.1007/978-3-030-69984-0_76,Conference paper
Data-Driven Energy Waste Minimization at Energy Distribution Networks,Handbook of Smart Energy Systems,,,,10.1007/978-3-030-72322-4_48-1,Babak Aslani,2022,https://link.springer.com/rwe/10.1007/978-3-030-72322-4_48-1,Living reference work entry
A Survey on Routing Protocols for Wireless Sensor Networks,Advances in Information Communication Technology and Computing,,,,10.1007/978-981-15-5421-6_15,Anita ChandelVikram Singh ChouhanSunil Sharma,2021,https://link.springer.com/chapter/10.1007/978-981-15-5421-6_15,Conference paper
MacroTrend: A Write-Efficient Cache Algorithm for NVM-Based Read Cache,Journal of Computer Science and Technology,,,,10.1007/s11390-021-0178-6,Ning BaoYun-Peng ChaiXiao QinChuan-Wen Wang,2022,https://link.springer.com/article/10.1007/s11390-021-0178-6,Article
Fast Quorum-Based Log Replication and Replay for Fast Databases,Database Systems for Advanced Applications,,,,10.1007/978-3-030-18576-3_13,Donghui WangPeng CaiWeining QianAoying Zhou,2019,https://link.springer.com/chapter/10.1007/978-3-030-18576-3_13,Conference paper
Databases,Springer Handbook of Geographic Information,,,,10.1007/978-3-030-53125-6_3,Thomas BrinkhoffWolfgang Kresse,2022,https://link.springer.com/chapter/10.1007/978-3-030-53125-6_3,Chapter
Caching Mechanisms for Faster Content Retrieval,Information Centric Networks (ICN),,,,10.1007/978-3-030-46736-4_5,Nitul DuttaHiren Kumar Deva SarmaRajendrasinh JadejaKrishna DelvadiaGheorghita Ghinea,2021,https://link.springer.com/chapter/10.1007/978-3-030-46736-4_5,Chapter
"Query optimization in cloud environments: challenges, taxonomy, and techniques",The Journal of Supercomputing,,,,10.1007/s11227-019-02806-9,Abderrazak SebaaAbdelkamel Tari,2019,https://link.springer.com/article/10.1007/s11227-019-02806-9,Article
Parallel query processing in a polystore,Distributed and Parallel Databases,,,,10.1007/s10619-021-07322-5,Pavlos KranasBoyan KolevOleksandra LevchenkoEsther PacittiPatrick ValduriezRicardo Jiménez-PerisMarta Patiño-Martinez,2021,https://link.springer.com/article/10.1007/s10619-021-07322-5,Article
A Reinforcement Learning Based Placement Strategy in Datacenter Networks,"Quality, Reliability, Security and Robustness in Heterogeneous Systems",,,,10.1007/978-3-030-38819-5_6,Weihong YangYang QinZhaoZheng Yang,2020,https://link.springer.com/chapter/10.1007/978-3-030-38819-5_6,Conference paper
Computing Infrastructure for Multimedia Streaming Clouds (MSC),Multimedia Cloud Computing Systems,,,,10.1007/978-3-030-88451-2_5,Mohsen Amini SalehiXiangbo Li,2021,https://link.springer.com/chapter/10.1007/978-3-030-88451-2_5,Chapter
RETRACTED ARTICLE: A data layout method suitable for workflow in a cloud computing environment with speech applications,International Journal of Speech Technology,,,,10.1007/s10772-020-09705-y,Yi JiangXiao LiuYongHao LiYali Zhang,2020,https://link.springer.com/article/10.1007/s10772-020-09705-y,Article
TailX: Scheduling Heterogeneous Multiget Queries to Improve Tail Latencies in Key-Value Stores,Distributed Applications and Interoperable Systems,,,,10.1007/978-3-030-50323-9_5,Vikas JaimanSonia Ben MokhtarEtienne Rivière,2020,https://link.springer.com/chapter/10.1007/978-3-030-50323-9_5,Conference paper
Examples of Mimic Defense Application,Cyberspace Mimic Defense,,,,10.1007/978-3-030-29844-9_12,Jiangxing Wu,2020,https://link.springer.com/chapter/10.1007/978-3-030-29844-9_12,Chapter
Using data mining techniques to improve replica management in cloud environment,Soft Computing,,,,10.1007/s00500-019-04357-w,N. MansouriM. M. JavidiB. Mohammad Hasani Zade,2019,https://link.springer.com/article/10.1007/s00500-019-04357-w,Article
Data Replication Optimization Using Simulated Annealing,Data Mining,,,,10.1007/978-981-15-1699-3_18,Chee Keong WeeRichi Nayak,2019,https://link.springer.com/chapter/10.1007/978-981-15-1699-3_18,Conference paper
Epidemiology Forecasting of&#xa0;COVID-19 Using AI—A Survey,Computational Intelligence for COVID-19 and Future Pandemics,,,,10.1007/978-981-16-3783-4_5,Igor Gadelha PereiraAndouglas Gonçalves da Silva JuniorDunfrey Pires AragãoEmerson Vilar de OliveiraArthur Andrade BezerraFrancinaldo de Almeida PereiraJulio Gustavo F. S. CostaJordan Salas CunoDavi Henrique dos SantosJoris Michel GuerinAura ConciEsteban Walter Gonzalez CluaCosimo DistanteLuiz Marcos Garcia Gonçalves,2022,https://link.springer.com/chapter/10.1007/978-981-16-3783-4_5,Chapter
A Survey on Cloud Computing Simulation and Modeling,SN Computer Science,,,,10.1007/s42979-020-00273-1,Ilyas Bambrik,2020,https://link.springer.com/article/10.1007/s42979-020-00273-1,Article
"The big data system, components, tools, and technologies: a survey",Knowledge and Information Systems,,,,10.1007/s10115-018-1248-0,T. Ramalingeswara RaoPabitra MitraRavindara BhattA. Goswami,2018,https://link.springer.com/article/10.1007/s10115-018-1248-0,Article
Performance Evaluation of a Data Lake Architecture via Modeling Techniques,Performance Engineering and Stochastic Modeling,,,,10.1007/978-3-030-91825-5_7,Enrico BarbieratoMarco GribaudoGiuseppe SerazziLetizia Tanca,2021,https://link.springer.com/chapter/10.1007/978-3-030-91825-5_7,Conference paper
Design of AC Motor Control Loops,AC Motor Control Loop Design,,,,10.1007/978-981-95-3261-2_2,Chih-Chun Yeh,2026,https://link.springer.com/chapter/10.1007/978-981-95-3261-2_2,Chapter
Distributed Single-Source Shortest Path Algorithms with Two-Dimensional Graph Layout,Supervised and Unsupervised Learning for Data Science,,,,10.1007/978-3-030-22475-2_3,Thap Panitanarak,2020,https://link.springer.com/chapter/10.1007/978-3-030-22475-2_3,Chapter
Workload-aware wavelet synopses for sliding window aggregates,Distributed and Parallel Databases,,,,10.1007/s10619-020-07307-w,Ioannis MytilinisDimitrios TsoumakosNectarios Koziris,2020,https://link.springer.com/article/10.1007/s10619-020-07307-w,Article
Architectures for Machine Learning,Handbook of Computer Architecture,,,,10.1007/978-981-15-6401-7_12-1,Yongkui YangChao ChenZheng Wang,2022,https://link.springer.com/rwe/10.1007/978-981-15-6401-7_12-1,Living reference work entry
RETRACTED ARTICLE: Computational grid scheduling architecture using MapReduce model-based non-dominated sorting genetic algorithm,Soft Computing,,,,10.1007/s00500-019-03946-z,D. RajeswariM. PrakashJ. Suresh,2019,https://link.springer.com/article/10.1007/s00500-019-03946-z,Article
LSM-based storage techniques: a survey,The VLDB Journal,,,,10.1007/s00778-019-00555-y,Chen LuoMichael J. Carey,2019,https://link.springer.com/article/10.1007/s00778-019-00555-y,Article
Variational satisfiability solving: efficiently solving lots of related SAT problems,Empirical Software Engineering,,,,10.1007/s10664-022-10217-3,Jeffrey M. YoungPaul Maximilian BittnerEric WalkingshawThomas Thüm,2022,https://link.springer.com/article/10.1007/s10664-022-10217-3,Article
Efficient offloading schemes using Markovian models: a literature review,Computing,,,,10.1007/s00607-020-00812-x,Mohammad MasdariHemn Khezri,2020,https://link.springer.com/article/10.1007/s00607-020-00812-x,Article
NoSQL Databases,SQL & NoSQL Databases,,,,10.1007/978-3-658-24549-8_7,Andreas MeierMichael Kaufmann,2019,https://link.springer.com/chapter/10.1007/978-3-658-24549-8_7,Chapter
Holistic evaluation in multi-model databases benchmarking,Distributed and Parallel Databases,,,,10.1007/s10619-019-07279-6,Chao ZhangJiaheng Lu,2019,https://link.springer.com/article/10.1007/s10619-019-07279-6,Article
Abstracts from the 57<sup>th</sup> European Society of Human Genetics (ESHG) Conference: Hybrid Posters,European Journal of Human Genetics,,,,10.1038/s41431-024-01734-4,,2024,https://link.springer.com/article/10.1038/s41431-024-01734-4,Article
Designing a Framework for Data Migration of Odoo ERP PostgreSQL Database into NoSQL Database,New Trends in Computational Vision and Bio-inspired Computing,,,,10.1007/978-3-030-41862-5_47,Krina ShahHetal Bhavsar,2020,https://link.springer.com/chapter/10.1007/978-3-030-41862-5_47,Chapter
Application analysis of AI reasoning engine in microblog culture industry,Personal and Ubiquitous Computing,,,,10.1007/s00779-019-01338-6,Xuan Huang,2019,https://link.springer.com/article/10.1007/s00779-019-01338-6,Article
A survey of state management in big data processing systems,The VLDB Journal,,,,10.1007/s00778-018-0514-9,Quoc-Cuong ToJuan SotoVolker Markl,2018,https://link.springer.com/article/10.1007/s00778-018-0514-9,Article
Control Functions,Asset Management for Infrastructure Systems,,,,10.1007/978-3-030-90854-6_3,Gerd BalzerChristian Schorn,2022,https://link.springer.com/chapter/10.1007/978-3-030-90854-6_3,Chapter
Domain-Specific Accelerators,In-/Near-Memory Computing,,,,10.1007/978-3-031-01772-8_6,Daichi FujikiXiaowei WangArun SubramaniyanReetuparna Das,2021,https://link.springer.com/chapter/10.1007/978-3-031-01772-8_6,Chapter
Resource Management Approaches in Fog Computing: a Comprehensive Review,Journal of Grid Computing,,,,10.1007/s10723-019-09491-1,Mostafa Ghobaei-AraniAlireza SouriAli A. Rahmanian,2019,https://link.springer.com/article/10.1007/s10723-019-09491-1,Article
Hybrid Wireless Sensors Deployment Scheme with Connectivity and Coverage Maintaining in Wireless Sensor Networks,Wireless Personal Communications,,,,10.1007/s11277-020-07132-5,Arouna Ndam NjoyaAdo Adamou Abba AriMarah Nana AwaChafiq TitounaNabila LabraouiJoseph Yves EffaWahabou AbdouAbdelhak Gueroui,2020,https://link.springer.com/article/10.1007/s11277-020-07132-5,Article
Introducing Entity Framework Core,Pro C# 10 with .NET 6,,,,10.1007/978-1-4842-7869-7_21,Andrew TroelsenPhil Japikse,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7869-7_21,Chapter
Data stream classification: a review,Iran Journal of Computer Science,,,,10.1007/s42044-020-00061-3,Kapil K. WankhadeSnehlata S. DongreKalpana C. Jondhale,2020,https://link.springer.com/article/10.1007/s42044-020-00061-3,Article
Native Distributed RDF Systems,Encyclopedia of Big Data Technologies,,,,10.1007/978-3-319-77525-8_226,Marcin WylotSherif Sakr,2019,https://link.springer.com/rwe/10.1007/978-3-319-77525-8_226,Reference work entry
Enabling Spatial Big Data via CyberGIS: Challenges and Opportunities,CyberGIS for Geospatial Discovery and Innovation,,,,10.1007/978-94-024-1531-5_8,Michael R. EvansDev OliverKwangSoo YangXun ZhouReem Y. AliShashi Shekhar,2019,https://link.springer.com/chapter/10.1007/978-94-024-1531-5_8,Chapter
On scheduling transaction in grid computing using cuckoo search-ant colony optimization considering load,Cluster Computing,,,,10.1007/s10586-019-03016-x,Dharmendra Prasad MahatoJasminder Kaur SandhuNagendra Pratap SinghVishal Kaushal,2019,https://link.springer.com/article/10.1007/s10586-019-03016-x,Article
SCOPE: self-adaptive and policy-based data management middleware for federated clouds,Journal of Internet Services and Applications,,,,10.1186/s13174-018-0101-8,Ansar RafiqueDimitri Van LanduytEddy TruyenVincent ReniersWouter Joosen,2019,https://link.springer.com/article/10.1186/s13174-018-0101-8,Article
The Problem of the Optimal Placing of the Information-Technological Reserve in Distributed Data Processing Systems,Automation and Remote Control,,,,10.1134/S0005117919060109,S. K. Somov,2019,https://link.springer.com/article/10.1134/S0005117919060109,Article
Combining Graph Exploration and Fragmentation for Scalable RDF Query Processing,Information Systems Frontiers,,,,10.1007/s10796-020-09998-z,Abdallah KhelilAmin MesmoudiJorge GaliciaLadjel BellatrecheMohand-Saïd HacidEmmanuel Coquery,2020,https://link.springer.com/article/10.1007/s10796-020-09998-z,Article
Lightweight Blockchain Logging for Data-Intensive Applications,Financial Cryptography and Data Security,,,,10.1007/978-3-662-58820-8_21,Yuzhe (Richard) TangZihao XingCheng XuJu ChenJianliang Xu,2019,https://link.springer.com/chapter/10.1007/978-3-662-58820-8_21,Conference paper
A Latency-Aware Multiple Data Replicas Placement Strategy for Fog Computing,Journal of Signal Processing Systems,,,,10.1007/s11265-019-1444-5,Tiansheng HuangWeiwei LinYin LiLiGang HeShaoLiang Peng,2019,https://link.springer.com/article/10.1007/s11265-019-1444-5,Article
Distributed Data Load Balancing for Scalable Key-Value Cache Systems,Advanced Computer Architecture,,,,10.1007/978-981-13-2423-9_14,Shanshan ChenXudong ZhouGuiping ZhouRichard O. Sinnott,2018,https://link.springer.com/chapter/10.1007/978-981-13-2423-9_14,Conference paper
Simultaneous multi-descent regression and feature learning for facial landmarking in depth images,Neural Computing and Applications,,,,10.1007/s00521-019-04529-7,Janez KrižajPeter PeerVitomir ŠtrucSimon Dobrišek,2019,https://link.springer.com/article/10.1007/s00521-019-04529-7,Article
Scaling sparse matrix-matrix multiplication in the accumulo database,Distributed and Parallel Databases,,,,10.1007/s10619-019-07257-y,Gunduz Vehbi DemirciCevdet Aykanat,2019,https://link.springer.com/article/10.1007/s10619-019-07257-y,Article
The Incremental Load Balance Cloud Algorithm by Using Dynamic Data Deployment,Journal of Grid Computing,,,,10.1007/s10723-019-09474-2,Hui-Ching HsiehMao-Lun Chiang,2019,https://link.springer.com/article/10.1007/s10723-019-09474-2,Article
Scalable Single-Source Shortest Path Algorithms on Distributed Memory Systems,Soft Computing in Data Science,,,,10.1007/978-981-13-3441-2_2,Thap Panitanarak,2019,https://link.springer.com/chapter/10.1007/978-981-13-3441-2_2,Conference paper
ASW: Accelerating Smith–Waterman Algorithm on Coupled CPU–GPU Architecture,International Journal of Parallel Programming,,,,10.1007/s10766-018-0617-3,Huihui ZouShanjiang TangCe YuHao FuYusen LiWenjie Tang,2018,https://link.springer.com/article/10.1007/s10766-018-0617-3,Article
Big data storage technologies: a survey,Frontiers of Information Technology & Electronic Engineering,,,,10.1631/FITEE.1500441,Aisha SiddiqaAhmad KarimAbdullah Gani,2017,https://link.springer.com/article/10.1631/FITEE.1500441,Article
Ensuring performance and provider profit through data replication in cloud systems,Cluster Computing,,,,10.1007/s10586-017-1507-y,Uras TosRiad MokademAbdelkader HameurlainTolga AyavSebnem Bora,2017,https://link.springer.com/article/10.1007/s10586-017-1507-y,Article
A Q-learning-based network content caching method,EURASIP Journal on Wireless Communications and Networking,,,,10.1186/s13638-018-1268-1,Haijun ChenGuanzheng Tan,2018,https://link.springer.com/article/10.1186/s13638-018-1268-1,Article
Introducing Entity Framework Core,Pro C# 9 with .NET 5,,,,10.1007/978-1-4842-6939-8_22,Andrew TroelsenPhillip Japikse,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6939-8_22,Chapter
Towards a Scalable Semantic-Based Distributed Approach for SPARQL Query Evaluation,Semantic Systems. The Power of AI and Knowledge Graphs,,,,10.1007/978-3-030-33220-4_22,Gezim SejdiuDamien GrauxImran KhanIoanna LytraHajira JabeenJens Lehmann,2019,https://link.springer.com/chapter/10.1007/978-3-030-33220-4_22,Conference paper
CEPC Technical Design Report: Accelerator,Radiation Detection Technology and Methods,,,,10.1007/s41605-024-00463-y,Jie Gao,2024,https://link.springer.com/article/10.1007/s41605-024-00463-y,Article
"A control theoretical view of cloud elasticity: taxonomy, survey and challenges",Cluster Computing,,,,10.1007/s10586-018-2807-6,Amjad UllahJingpeng LiYindong ShenAmir Hussain,2018,https://link.springer.com/article/10.1007/s10586-018-2807-6,Article
Evolution Management of Multi-model Data,"Heterogeneous Data Management, Polystores, and Analytics for Healthcare",,,,10.1007/978-3-030-33752-0_10,Irena HolubováMeike KlettkeUta Störl,2019,https://link.springer.com/chapter/10.1007/978-3-030-33752-0_10,Conference paper
General Inversion Approaches,Analysis of the Gravity Field,,,,10.1007/978-3-030-74353-6_9,Fernando SansòDaniele Sampietro,2022,https://link.springer.com/chapter/10.1007/978-3-030-74353-6_9,Chapter
Parallel Bat Algorithm-Based Clustering Using MapReduce,Networking Communication and Data Knowledge Engineering,,,,10.1007/978-981-10-4600-1_7,Tripathi AshishSharma KapilBala Manju,2018,https://link.springer.com/chapter/10.1007/978-981-10-4600-1_7,Conference paper
"Indexing in flash storage devices: a survey on challenges, current approaches, and future trends",The VLDB Journal,,,,10.1007/s00778-019-00559-8,Athanasios FevgasLeonidas AkritidisPanayiotis BozanisYannis Manolopoulos,2019,https://link.springer.com/article/10.1007/s00778-019-00559-8,Article
Multi-Agent System for Distributed Cache Maintenance,Advances in Practical Applications of Cyber-Physical Multi-Agent Systems: The PAAMS Collection,,,,10.1007/978-3-319-59930-4_13,Santhilata Kuppili VenkataKatarzyna MusialSamhar MahmoudJeroen Keppens,2017,https://link.springer.com/chapter/10.1007/978-3-319-59930-4_13,Conference paper
A Survey on the Scalability of Recommender Systems for Social Networks,"Social Networks Science: Design, Implementation, Security, and Challenges",,,,10.1007/978-3-319-90059-9_5,C. SardianosN. TsirakisI. Varlamis,2018,https://link.springer.com/chapter/10.1007/978-3-319-90059-9_5,Chapter
Building self-clustering RDF databases using Tunable-LSH,The VLDB Journal,,,,10.1007/s00778-018-0530-9,Güneş AluçM. Tamer ÖzsuKhuzaima Daudjee,2018,https://link.springer.com/article/10.1007/s00778-018-0530-9,Article
Metaheuristic-Based BFDACO Data Allocation Optimization in Neo4jHA for Efficient Query Retrieval,Arabian Journal for Science and Engineering,,,,10.1007/s13369-018-3366-0,Anita Brigit MathewK. Murali KrishnanSameera M. Salam,2018,https://link.springer.com/article/10.1007/s13369-018-3366-0,Article
Commercial Overground Shi-Nema: Some Notes on Cinematicity and Its Propensity for Selling Dream (Un)Real Estate in Contemporary China,Chinese Urban Shi-nema,,,,10.1007/978-3-030-49675-3_3,David H. FlemingSimon Harrison,2020,https://link.springer.com/chapter/10.1007/978-3-030-49675-3_3,Chapter
Using Growing Neural Gas Networks for Clustering of Web Data as a Foundation for Marketing Automation in Brick-and-Mortar Retailing,Intelligent Systems Applications in Software Engineering,,,,10.1007/978-3-030-30329-7_2,Felix Weber,2019,https://link.springer.com/chapter/10.1007/978-3-030-30329-7_2,Conference paper
Native Distributed RDF Systems,Encyclopedia of Big Data Technologies,,,,10.1007/978-3-319-63962-8_226-1,Marcin WylotSherif Sakr,2018,https://link.springer.com/rwe/10.1007/978-3-319-63962-8_226-1,Living reference work entry
INSPIRE coverages: an analysis and some suggestions,"Open Geospatial Data, Software and Standards",,,,10.1186/s40965-019-0059-x,Peter BaumannJordi Escriu,2019,https://link.springer.com/article/10.1186/s40965-019-0059-x,Article
Scheduling in Parallel and Distributed Computing Systems,Topics in Parallel and Distributed Computing,,,,10.1007/978-3-319-93109-8_11,Srishti SrivastavaIoana Banicescu,2018,https://link.springer.com/chapter/10.1007/978-3-319-93109-8_11,Chapter
Microservices Governance,Microservices for the Enterprise,,,,10.1007/978-1-4842-3858-5_6,Kasun IndrasiriPrabath Siriwardena,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3858-5_6,Chapter
A Comprehensive Study for Essentiality of Graph Based Distributed SPARQL Query Processing,Database Systems for Advanced Applications,,,,10.1007/978-3-319-91455-8_15,Muhammad Qasim YasinXiaowang ZhangRafiul HaqZhiyong FengSofonias Yitagesu,2018,https://link.springer.com/chapter/10.1007/978-3-319-91455-8_15,Conference paper
Multimodal Approaches in Analysing and Interpreting Big Social Media Data,Multimodal Analytics for Next-Generation Big Data Technologies and Applications,,,,10.1007/978-3-319-97598-6_15,Eugene Ch’ngMengdi LiZiyang ChenJingbo LangSimon See,2019,https://link.springer.com/chapter/10.1007/978-3-319-97598-6_15,Chapter
An Adaptive Eviction Framework for&#xa0;Anti-caching Based In-Memory Databases,Database Systems for Advanced Applications,,,,10.1007/978-3-319-91458-9_15,Kaixin HuangShengan ZhengYanyan ShenYanmin ZhuLinpeng Huang,2018,https://link.springer.com/chapter/10.1007/978-3-319-91458-9_15,Conference paper
OnlineElastMan: self-trained proactive elasticity manager for cloud-based storage services,Cluster Computing,,,,10.1007/s10586-017-0899-z,Ying LiuDaharewa GureyaAhmad Al-ShishtawyVladimir Vlassov,2017,https://link.springer.com/article/10.1007/s10586-017-0899-z,Article
Simulations of Transport in Hard Particle Systems,Journal of Statistical Physics,,,,10.1007/s10955-019-02469-z,Pablo I. HurtadoPedro L. Garrido,2020,https://link.springer.com/article/10.1007/s10955-019-02469-z,Article
Extending SSD Lifespan with Comprehensive Non-Volatile Memory-Based Write Buffers,Journal of Computer Science and Technology,,,,10.1007/s11390-019-1902-3,Ziqi FanDongchul Park,2019,https://link.springer.com/article/10.1007/s11390-019-1902-3,Article
Prefetch-aware fingerprint cache management for data deduplication systems,Frontiers of Computer Science,,,,10.1007/s11704-017-7119-0,Mei LiHongjun ZhangYanjun WuChen Zhao,2018,https://link.springer.com/article/10.1007/s11704-017-7119-0,Article
Architectural Transformations in Distributed Systems,Architectural Transformations in Network Services and  Distributed Systems,,,,10.1007/978-3-658-14842-3_2,Andriy LuntovskyyJosef Spillner,2017,https://link.springer.com/chapter/10.1007/978-3-658-14842-3_2,Chapter
Big Data Analytics: A Review on Theoretical Contributions and Tools Used in Literature,Global Journal of Flexible Systems Management,,,,10.1007/s40171-017-0159-3,Purva GroverArpan Kumar Kar,2017,https://link.springer.com/article/10.1007/s40171-017-0159-3,Article
Large-Scale Data Stream Processing Systems,Handbook of Big Data Technologies,,,,10.1007/978-3-319-49340-4_7,Paris CarboneGábor E. GévayGábor HermannAsterios KatsifodimosJuan SotoVolker MarklSeif Haridi,2017,https://link.springer.com/chapter/10.1007/978-3-319-49340-4_7,Chapter
Microblogs data management: a survey,The VLDB Journal,,,,10.1007/s00778-019-00569-6,Amr MagdyLaila AbdelhafeezYunfan KangEric OngMohamed F. Mokbel,2019,https://link.springer.com/article/10.1007/s00778-019-00569-6,Article
Development of the KARI Space Debris Collision Risk Management System (KARISMA),International Journal of Aeronautical and Space Sciences,,,,10.1007/s42405-018-0018-2,Hae-Dong KimSang-Cherl LeeDong-Hyun ChoJae-Dong Seong,2018,https://link.springer.com/article/10.1007/s42405-018-0018-2,Article
Adaptive data replication strategy in cloud computing for performance improvement,Frontiers of Computer Science,,,,10.1007/s11704-016-5182-6,Najme Mansouri,2016,https://link.springer.com/article/10.1007/s11704-016-5182-6,Article
Combination Replicas Placements Strategy for Data sets from Cost-effective View in the Cloud,International Journal of Computational Intelligence Systems,,,,10.2991/ijcis.10.1.521,Xiuguo Wu,2017,https://link.springer.com/article/10.2991/ijcis.10.1.521,Article
Load Balancing and Fault Tolerance Mechanisms for Scalable and Reliable Big Data Analytics,Resource Management for Big Data Platforms,,,,10.1007/978-3-319-44881-7_10,Nitin SukhijaAlessandro MorariIoana Banicescu,2016,https://link.springer.com/chapter/10.1007/978-3-319-44881-7_10,Chapter
GEODIS: towards the optimization of data locality-aware job scheduling in geo-distributed data centers,Computing,,,,10.1007/s00607-017-0564-7,Moïse W. ConvolboJerry ChouChing-Hsien HsuYeh Ching Chung,2017,https://link.springer.com/article/10.1007/s00607-017-0564-7,Article
Dynamic replication strategies in data grid systems: a survey,The Journal of Supercomputing,,,,10.1007/s11227-015-1508-7,Uras TosRiad MokademAbdelkader HameurlainTolga AyavSebnem Bora,2015,https://link.springer.com/article/10.1007/s11227-015-1508-7,Article
SSLB: Self-Similarity-Based Load Balancing for Large-Scale Fog Computing,Arabian Journal for Science and Engineering,,,,10.1007/s13369-018-3169-3,Changlong LiHang ZhuangQingfeng WangXuehai Zhou,2018,https://link.springer.com/article/10.1007/s13369-018-3169-3,Article
